# ERC-20 INACTIVITY denylist — (chain_id, address) pairs pruned for being dead.
# Generated from a 30-day Alchemy transfer screen + provenance triage
# (tools/scan_erc20_alchemy_activity.py -> tools/triage_erc20_activity.py).
# These are NOT scams (unlike erc20_impersonator_denylist.txt) — they are
# tokens with 0 transfers in the window and low provenance (Li.Fi/db-only or
# a single curated DEX list), carrying no blue-chip ticker and not CoinGecko-
# listed. Re-evaluable: a token reviving could justify removing its line.
# Format: <chain_id> <address>  # <tier> <symbol> <reason>
1 0x8F5E78888f8933Ed676a62bB6B58a4b279aBE408  # SAFE_DROP stXYM 0 transfers; low provenance (lifi)
1 0x8f9D4Ebe233fC63a3aFF867D32025d172E6b4a90  # SAFE_DROP PT-AID-30JUL2026 0 transfers; low provenance (lifi)
1 0x8fe93f99C126D2dcc041f56dC3a6f1570dFF9857  # SAFE_DROP rUSDC-hyper 0 transfers; low provenance (lifi)
1 0x90244F43D548a4f8dFecfAD91a193465B1fad6F7  # SAFE_DROP FXSETH-f 0 transfers; low provenance (lifi)
1 0x904673592a3FEbB74a30a73161e8C05A200C8961  # SAFE_DROP PT-hwHLP-25SEP2025 0 transfers; low provenance (lifi)
1 0x906c012fa4C30d580537c2b72d1789F56F488a80  # REVIEW POGS 0 transfers; curated by lifi,optimism_super
1 0x90759801579208B28D2D36D13b1ED7443D1b717F  # SAFE_DROP ysWETH 0 transfers; low provenance (lifi)
1 0x9077F9e1eFE0eA72867ac89046b2a6264CbcaeF5  # SAFE_DROP $HRIMP 0 transfers; low provenance (lifi)
1 0x910b09B087D6243Cbd403419E805D32c9D26B69a  # SAFE_DROP etETH 0 transfers; low provenance (lifi)
1 0x916560C92f423BF7d20f34591a6B27a254c3bD7A  # SAFE_DROP UNI-V2 0 transfers; low provenance (lifi)
1 0x9167Ff08C18Ea05d70D5CBf0c576A33DCeE6de06  # SAFE_DROP eUNI-1 0 transfers; low provenance (lifi)
1 0x9178eBE0691593184c1D785a864B62a326cc3509  # SAFE_DROP kpk_USDC_Yield_Morph 0 transfers; low provenance (lifi)
1 0x91aE8fEaBe09182Fe5F91Fc273040b7D8F7aeFE7  # SAFE_DROP yvCurve-USDP-f 0 transfers; low provenance (lifi)
1 0x91B08f4A7C1251dfCcF5440F8894F8DaA10c8De5  # REVIEW BAXA 0 transfers; curated by optimism_super
1 0x92181c6f0FED1f1A30c0Ec131f41577F81924bf5  # SAFE_DROP savBTC 0 transfers; low provenance (lifi)
1 0x924E26fEe8E10c20726006CC2Bd307A538B0eBE5  # SAFE_DROP BTCRSIAPY 0 transfers; low provenance (lifi)
1 0x92B767185fB3B04F881e3aC8e5B0662a027A1D9f  # SAFE_DROP crDAI 0 transfers; low provenance (lifi)
1 0x92bF969865c80EDa082FD5D8b4E28da4d58e1C3a  # SAFE_DROP LUNA 0 transfers; low provenance (lifi)
1 0x92eF4FFBfe0Df030837b65d7FcCFE1ABd6549579  # SAFE_DROP SWG 0 transfers; low provenance (lifi)
1 0x9348E94A447bF8B2ec11f374D3F055FD47d936Df  # SAFE_DROP FLAG 0 transfers; low provenance (lifi)
1 0x93783ccd94763e11B9a57394e63Ddd9CeedaD925  # SAFE_DROP aprMON 0 transfers; low provenance (lifi)
1 0x9393B9E494dfb6403F7D53369226528537fF0752  # SAFE_DROP ROY-JT-autoUSD 0 transfers; low provenance (lifi)
1 0x93A62Ccfcf1EfCB5f60317981F71ed6Fb39F4BA2  # SAFE_DROP OSMO 0 transfers; low provenance (lifi)
1 0x93cF0b02D0A2B61551d107378AFf60CEAe40c342  # SAFE_DROP yvCurve-sdYFIpool-f- 0 transfers; low provenance (lifi)
1 0x93effD08e3E5A4B1b40C26137e63876B2501ffA4  # SAFE_DROP JulD 0 transfers; low provenance (lifi)
1 0x940C89c7f858E2cd5D1e8eb85786311b0C2D28FE  # SAFE_DROP YT-wNLP-WBTC-18DEC20 0 transfers; low provenance (lifi)
1 0x940FCa4Be8e0d43Be75Acc8136342f936f2179E8  # SAFE_DROP emRe7YIELD-1 0 transfers; low provenance (lifi)
1 0x944d749017053e0D37ec206c9898716A21e0B2E2  # SAFE_DROP yvCurve-mUSD-f 0 transfers; low provenance (lifi)
1 0x948c70Dc6169Bfb10028FdBE96cbC72E9562b2Ac  # SAFE_DROP XP 0 transfers; low provenance (lifi)
1 0x94cC50e4521bD271C1a997a3A4Dc815C2F920b41  # SAFE_DROP crvUSDSUSD-f 0 transfers; low provenance (lifi)
1 0x94EdbB8F7543593FF1B8D2871eC4730B59c97888  # SAFE_DROP ePT-mEDGE-31JUL2025- 0 transfers; low provenance (lifi)
1 0x952749E07d7157bb9644A894dFAF3Bad5eF6D918  # SAFE_DROP aCVX 0 transfers; low provenance (lifi)
1 0x955E979D243907917fda6A3a811Fb55c555b7DBA  # SAFE_DROP PT-mAPOLLO-29JAN2026 0 transfers; low provenance (lifi)
1 0x95D8Bf2F57cf973251972b496dC6B1d9C6b5bCe3  # SAFE_DROP BLUE 0 transfers; low provenance (lifi)
1 0x95EF7cb3494e65dA4926bA330dBf540a13afFD17  # REVIEW stataEthRPL 0 transfers; curated by 1inch_1
1 0x961Ad224fedDFa468c81acB3A9Cc2cC4731809f4  # SAFE_DROP yvCurve-dgnETHETH+-f 0 transfers; low provenance (lifi)
1 0x965Ec3552427B8258BD0a0c7baA234618fc98D01  # SAFE_DROP edgeUSDT 0 transfers; low provenance (lifi)
1 0x966f17CD63C93C39f38897e5c633e59Cef0591f1  # REVIEW BOME 0 transfers; curated by optimism_super
1 0x96718b51e0d3f8Bd5ae516e22a2022a916eC1D94  # SAFE_DROP yvCurve-ynRWAx-ynUSD 0 transfers; low provenance (lifi)
1 0x967B0c95295ead8fAef70d26A7846AeCD349AAFf  # SAFE_DROP $HACHI 0 transfers; low provenance (lifi)
1 0x968547d91681c8c9e135710Fc94BC6C35E26607e  # SAFE_DROP PT-AIDaUSDT-30OCT202 0 transfers; low provenance (lifi)
1 0x9686A5FDf8022eAF6613D39cac1633EEFE040433  # SAFE_DROP YT-eWETH-2-18DEC2025 0 transfers; low provenance (lifi)
1 0x96Cd136F1aFB1f8934E6Cb6495Eaf24140f70325  # SAFE_DROP RGE 0 transfers; low provenance (lifi)
1 0x97aae86E5efC305f2189f78B5C7e9Dac1249c379  # SAFE_DROP yvCurve-CVX-afCVX-f 0 transfers; low provenance (lifi)
1 0x97D0CfEB4FdE54B430307c9482d6f79C761Fe9B6  # REVIEW EPOCH 0 transfers; curated by optimism_super
1 0x97E1FcB93ae7267dBAFaD23f7b9AFAA08264CFd8  # SAFE_DROP UNI-V2 0 transfers; low provenance (lifi)
1 0x983C059D1be984F8f06C2559351C5ab1CB1dcDb7  # SAFE_DROP TITAN 0 transfers; low provenance (lifi)
1 0x9843672811CFabec5640e49b1E508E3454058c55  # SAFE_DROP YT-hwHLP-25JUN2026 0 transfers; low provenance (lifi)
1 0x9903A4Cd589DA8e434f264deAFc406836418578E  # SAFE_DROP FIRST 0 transfers; low provenance (lifi)
1 0x9978c6B08d28d3B74437c917c5dD7C026df9d55C  # SAFE_DROP LUSDcrvUSD-f 0 transfers; low provenance (lifi)
1 0x99C92D4Da7a81c7698EF33a39D7538d0f92623f7  # SAFE_DROP YT-USDe-27NOV2025 0 transfers; low provenance (lifi)
1 0x9A0aBA393aac4dFbFf4333B06c407458002C6183  # SAFE_DROP AC 0 transfers; low provenance (lifi)
1 0x9a34eB848C06d438d8747060A383dd13cFf33317  # SAFE_DROP PT-mEDGE-29JAN2026 0 transfers; low provenance (lifi)
1 0x9AC87302429A367cdE6df17E1f150B53E2967924  # SAFE_DROP PT-stEUR-6NOV2025 0 transfers; low provenance (lifi)
1 0x9AE81a8373a85308AA719b88331C453A0865d71b  # SAFE_DROP upGAMMAbtc 0 transfers; low provenance (lifi)
1 0x9AEf3BF940A22A58d8c55e287E2EdFDb0130cf2B  # SAFE_DROP PT-sdeUSD-11DEC2025 0 transfers; low provenance (lifi)
1 0x9B02ca5685E9C332b158c01459562a161c8e8ADf  # SAFE_DROP PT-USDaf-13NOV2025 0 transfers; low provenance (lifi)
1 0x9B56bA75A896176b4ae76B4853B39737974f0668  # SAFE_DROP YT-ARM-WETH-stETH-18 0 transfers; low provenance (lifi)
1 0x9B62c8D69AcB1397f585BA63eee2597c5Bd0f644  # SAFE_DROP exETH-1 0 transfers; low provenance (lifi)
1 0x9b6443b0fB9C241A7fdAC375595cEa13e6B7807A  # SAFE_DROP RCC 0 transfers; low provenance (lifi)
1 0x9B812C65529eC7d20ab630235ae20fde022c8aD3  # SAFE_DROP CBD 0 transfers; low provenance (lifi)
1 0x9B85babc0cc89899cCd47e9226A0b1FaE577B19E  # SAFE_DROP PPB 0 transfers; low provenance (lifi)
1 0x9Bc15d6dCB23EFbdCC235Bf54159B6E8bAd23dca  # SAFE_DROP avBTCx 0 transfers; low provenance (lifi)
1 0x9c23D67AEA7B95D80942e3836BCDF7E708A747C2  # SAFE_DROP LOCI 0 transfers; low provenance (lifi)
1 0x9C38688E5ACB9eD6049c8502650db5Ac8Ef96465  # SAFE_DROP LIF 0 transfers; low provenance (lifi)
1 0x9c6bDF412723ADF2798B163638083783506B26e3  # SAFE_DROP ePT-hwHLP-25SEP2025- 0 transfers; low provenance (lifi)
1 0x9c6e67fA86138Ab49359F595BfE4Fb163D0f16cc  # SAFE_DROP ewM-3 0 transfers; low provenance (lifi)
1 0x9c77c759a528c1b4DD56A7387570d50C26b82e76  # SAFE_DROP YT-swETH-25JUN2026 0 transfers; low provenance (lifi)
1 0x9C8071c501c8226Ab906A68d9eF9DA6e0Bd3A8bA  # SAFE_DROP ECX 0 transfers; low provenance (lifi)
1 0x9cA85572E6A3EbF24dEDd195623F188735A5179f  # SAFE_DROP y3Crv 0 transfers; low provenance (lifi)
1 0x9d1555d8cB3C846Bb4f7D5B1B1080872c3166676  # REVIEW MSLV 0 transfers; curated by sushi_ethereum
1 0x9D4265a05a6A0C7F3EcB179F4BA5C3197CBb8F16  # SAFE_DROP ePT-sUSDE-27NOV2025- 0 transfers; low provenance (lifi)
1 0x9D47894f8BECB68B9cF3428d256311Affe8B068B  # REVIEW $ROPE 0 transfers; curated by 1inch_1,lifi
1 0x9d5970bBA8b7D488100e9851e2892Fa6F7c5cf8b  # SAFE_DROP eMIMI 0 transfers; low provenance (lifi)
1 0x9DF38Ad87D02b006F93424C6815BA0B2B3e3AEF8  # SAFE_DROP POG 0 transfers; low provenance (lifi)
1 0x9dfe82d2A2419b143d99A36789C405F2D8072c1E  # SAFE_DROP ePT-stcUSD-23JUL2026 0 transfers; low provenance (lifi)
1 0x9E8bfE46f9Af27c5Ea5C9C72b86D71bb86953A0c  # SAFE_DROP EZX 0 transfers; low provenance (lifi)
1 0x9ed7E4B1BFF939ad473dA5E7a218C771D1569456  # SAFE_DROP REUNI 0 transfers; low provenance (lifi)
1 0x9f12d29c7CC72bb3d237E2D042A6D890421f9899  # SAFE_DROP ewstUSR-1 0 transfers; low provenance (lifi)
1 0x9f20Ed5f919DC1C1695042542C13aDCFc100dcab  # SAFE_DROP CMP 0 transfers; low provenance (lifi)
1 0x9F6F91078A5072A8B54695DAfA2374Ab3cCd603b  # SAFE_DROP KRAUSE 0 transfers; low provenance (lifi)
1 0x9FadeA1aFF842D407893e21DBD0E2017b4C287b6  # SAFE_DROP PGF7T 0 transfers; low provenance (lifi)
1 0xA00055e6EE4D1f4169096EcB682F70cAa8c29987  # SAFE_DROP WIVA 0 transfers; low provenance (lifi)
1 0xa025f41f1A973E6649931f3AC96979071bda4c9F  # SAFE_DROP PDAO 0 transfers; low provenance (lifi)
1 0xa0d440C6DA37892Dc06Ee7930B2eedE0634FD681  # SAFE_DROP MASH 0 transfers; low provenance (lifi)
1 0xA18A0bE599366C8e2fFfFD83A2418a3cCb825d7f  # SAFE_DROP SONG 0 transfers; low provenance (lifi)
1 0xa1e72267084192Db7387c8CC1328fadE470e4149  # SAFE_DROP Legacy tfTUSD 0 transfers; low provenance (lifi)
1 0xA1FF9C28Ebc160c1Dcde4b9aA9551f617880c6fb  # SAFE_DROP REUSDCVAULT 0 transfers; low provenance (lifi)
1 0xA2038a5B7Ce1C195F0C52b77134c5369CCfe0148  # SAFE_DROP eLBTC-3 0 transfers; low provenance (lifi)
1 0xa20ce45A0348c88f484Cf92ac3278A46ba98A563  # REVIEW VGT 0 transfers; curated by optimism_super
1 0xa225F24654b8995036606D5Cd0634133a4BE169c  # SAFE_DROP ROY-ST-SmokehouseUSD 0 transfers; low provenance (lifi)
1 0xA2482ccFF8432ee68b9A26a30fCDd2782Bd81BED  # SAFE_DROP WLEV 0 transfers; low provenance (lifi)
1 0xA2a420230A5cb045db052E377D20b9c156805b95  # SAFE_DROP PT-staking-USDS-18DE 0 transfers; low provenance (lifi)
1 0xa2B0fDe6D710e201d0d608e924A484d1A5fEd57c  # REVIEW sXRP 0 transfers; curated by sushi_ethereum
1 0xa2C86452b8b5BF4EaC1B544B52b351E797f3A90c  # SAFE_DROP PT-ctStablefrxUSD-20 0 transfers; low provenance (lifi)
1 0xa2f045eC60C624c46F1075FC589Df0f936F822C2  # SAFE_DROP ePAXG-1 0 transfers; low provenance (lifi)
1 0xA3CA92a69c6809607837bc3BD6B13e4c1E1e8aE9  # SAFE_DROP PT-sUSDaf-13NOV2025 0 transfers; low provenance (lifi)
1 0xa42C63686F45C124f2034152B4BB0CC63CE3Ff52  # SAFE_DROP PT-uniBTC-18DEC2025 0 transfers; low provenance (lifi)
1 0xa4c7963b98838e8F958cF7b87A039249044fe2DB  # SAFE_DROP LTR 0 transfers; low provenance (lifi)
1 0xa4cb0dCe4849BdcAd2d553E9e68644Cf40E26ccE  # SAFE_DROP BAKED 0 transfers; low provenance (lifi)
1 0xA4EED63db85311E22dF4473f87CcfC3DaDCFA3E3  # REVIEW RBC 0 transfers; curated by lifi,uniswap
1 0xa54d2EBfD977ad836203c85F18db2F0a0cF88854  # REVIEW BACON 0 transfers; curated by sushi_ethereum
1 0xA585cb4E6E833D6Fa55a992E75B9eE0743b23D69  # SAFE_DROP TKS 0 transfers; low provenance (lifi)
1 0xa60C325069B2B10BC63926818A4f4320A28b5bba  # SAFE_DROP YT-DETH-29JAN2026 0 transfers; low provenance (lifi)
1 0xa626c933E9fc8d37Cf2d8217F49309FDb0AA21c5  # SAFE_DROP ePT-syrupUSDC-28AUG2 0 transfers; low provenance (lifi)
1 0xA655D6F7550B43B73948fEbdE6cDC7bD201Ba218  # SAFE_DROP ePT-alUSD-11DEC2025- 0 transfers; low provenance (lifi)
1 0xa6A21313FE2FC6a5cf1e293Dcbf99d180865Babc  # SAFE_DROP HUH 0 transfers; low provenance (lifi)
1 0xa704fCe7b309Ec09DF16e2F5Ab8cAf6Fe8A4BAA9  # SAFE_DROP AGRI 0 transfers; low provenance (lifi)
1 0xA76436957378bF3812dba0A98E864686086fd0e6  # SAFE_DROP yvCurve-FXScrvUSD-f 0 transfers; low provenance (lifi)
1 0xa7739fd3d12ac7F16D8329AF3Ee407e19De10D8D  # SAFE_DROP mooConvexStETH 0 transfers; low provenance (lifi)
1 0xa7A064f56FbcA60cBeD47eD3e13C4B945DEf7eC3  # SAFE_DROP ePT-USDf-29JAN2026-1 0 transfers; low provenance (lifi)
1 0xa7eCd98d229770885123B3fBD41930B0bD90dD8d  # SAFE_DROP UNI-V2 0 transfers; low provenance (lifi)
1 0xa80221D067603e30060F75E2458AA361f8eE5402  # SAFE_DROP IRL 0 transfers; low provenance (lifi)
1 0xA808B22ffd2c472aD1278088F16D4010E6a54D5F  # SAFE_DROP REFI 0 transfers; low provenance (lifi)
1 0xa838be6E4b760E6061D4732D6B9F11Bf578f9A76  # SAFE_DROP TTV 0 transfers; low provenance (lifi)
1 0xA848a1D33D8ef1633397A6acf617620fab8E5dA8  # SAFE_DROP MOUSEWORM 0 transfers; low provenance (lifi)
1 0xA8580F3363684d76055bdC6660CaeFe8709744e1  # SAFE_DROP FOL 0 transfers; low provenance (lifi)
1 0xA87cf5A471815B89fFcA5F1198a89384DBA5C882  # SAFE_DROP YCETH 0 transfers; low provenance (lifi)
1 0xA88920B4A35f7d0e81bc586cE1875036FCed9154  # SAFE_DROP KBC 0 transfers; low provenance (lifi)
1 0xA89ac6e529aCf391CfbBD377F3aC9D93eae9664e  # REVIEW KP4R 0 transfers; curated by 1inch_1,lifi
1 0xa8eF50905352aCD611F53640b001E48F2eA31d63  # SAFE_DROP yvCurve-cvxCRVv2-f 0 transfers; low provenance (lifi)
1 0xa958f28358771Ac95a570D2921cf410f51D176c2  # SAFE_DROP SS16 0 transfers; low provenance (lifi)
1 0xA9902f9210059171C52b2721424E00f48821dcf3  # SAFE_DROP ePT-sUSDE-25SEP2025- 0 transfers; low provenance (lifi)
1 0xaa602dE53347579f86b996D2Add74bb6F79462b2  # SAFE_DROP ZMT 0 transfers; low provenance (lifi)
1 0xaa61D5dec73971CD4a026ef2820bB87b4a4Ed8d6  # SAFE_DROP CRE8R 0 transfers; low provenance (lifi)
1 0xAa6ee47AEbAEF8d0E159B6d0962AcD82dF335b0F  # SAFE_DROP PT-AIDaUSDC-30OCT202 0 transfers; low provenance (lifi)
1 0xaabc07A47D2a63a9b06A7924a0780c2F3cAE7bf9  # SAFE_DROP ePT-cUSDO-20NOV2025- 0 transfers; low provenance (lifi)
1 0xaAF49D386bd44E31fF22EDF723F40EE3e4dA53cd  # SAFE_DROP wRBT 0 transfers; low provenance (lifi)
1 0xAB2838C00bddfc028D72Ff8774f839c692Ed7584  # SAFE_DROP YCETH 0 transfers; low provenance (lifi)
1 0xAB365C0879024481E4ad3b47bd6FeA9c10014FbC  # SAFE_DROP PT-sUSDf-25SEP2025 0 transfers; low provenance (lifi)
1 0xab47fbe8A0b75Baa4Ef846E99f6bB3b52007A115  # SAFE_DROP WIPC 0 transfers; low provenance (lifi)
1 0xAB9c92A9337A1494C6D545E48187Fa37144403c8  # SAFE_DROP PUNK-ATTR-5 0 transfers; low provenance (lifi)
1 0xAbD64D5AB5A4b129df4f6f37A8d461c2510b5503  # SAFE_DROP yvCurve-3CRV-f 0 transfers; low provenance (lifi)
1 0xAc22e3a3cfE4dC82FFD4Ffa7453729Ca963CeB5a  # SAFE_DROP yvCurve-GHOcrvUSD-f 0 transfers; low provenance (lifi)
1 0xAc73efA7696DC1c1617BbC20aeC64422c8b70EDa  # SAFE_DROP eUSDe-2 0 transfers; low provenance (lifi)
1 0xACdee5667866cdDD287E1F49837D1B6D2ba8BD45  # SAFE_DROP emUSD-1 0 transfers; low provenance (lifi)
1 0xaD7EE9712C279B619101706252Db3b3D1E6756AB  # SAFE_DROP PT-ysUSDC-30OCT2025 0 transfers; low provenance (lifi)
1 0xad857E37bCdb3dD0712f5F3267D33ec1085F1a1d  # SAFE_DROP ePT-mHYPER-20NOV2025 0 transfers; low provenance (lifi)
1 0xAd86Df2e8F989c828B25A7Da5EB1Ec363283fA3F  # SAFE_DROP yvCurve-LUSD-f 0 transfers; low provenance (lifi)
1 0xae353DaEed8DCc7a9a12027F7e070c0A50B7b6A4  # SAFE_DROP MINX 0 transfers; low provenance (lifi)
1 0xae4bE3acD95B6a4Ac5A0524ab95dA90c721f6C83  # SAFE_DROP PT-USR-29MAY2025 0 transfers; low provenance (lifi)
1 0xaE4D563FC348e0FC3697Ed940b23a86779e095C8  # SAFE_DROP eGHO-2 0 transfers; low provenance (lifi)
1 0xAE6eD98B1Bd9aAdd3185160324e0e011159B61D3  # SAFE_DROP yvCurve-Compound-f 0 transfers; low provenance (lifi)
1 0xAe770d24ec1580A13392E0B71067571351029203  # SAFE_DROP wUSDx 0 transfers; low provenance (lifi)
1 0xae9A5aa54ae43BB8811435F02A29E9d2B43CDC7C  # SAFE_DROP CSRETH 0 transfers; low provenance (lifi)
1 0xaECEbdfE454d869A626cAb38226C52a1575D1866  # REVIEW stataEthSNX 0 transfers; curated by 1inch_1
1 0xaF183350bDF8082B486CEE23fBfcCa6eA3258DAC  # SAFE_DROP DFF 0 transfers; low provenance (lifi)
1 0xAf1e3473EF58DC991d622E83397335C926f05286  # SAFE_DROP YT-spETH-8JAN2026 0 transfers; low provenance (lifi)
1 0xaf270C38fF895EA3f95Ed488CEACe2386F038249  # REVIEW stataEthDAI 0 transfers; curated by 1inch_1,lifi
1 0xAF9dB9E362e306688AF48c4ACB9618C06db38Ac3  # SAFE_DROP ACY 0 transfers; low provenance (lifi)
1 0xafdbc3c812Eb833cd2848454524D173b8dfC9bD0  # SAFE_DROP PT-sThUSD-15JAN2026 0 transfers; low provenance (lifi)
1 0xb0154f71912866Bb69fE26fFc44779D99B9CAE85  # SAFE_DROP yscrvUSD 0 transfers; low provenance (lifi)
1 0xb02b07429477ed07a9fE70e24A6E2e2408C2D432  # SAFE_DROP ePT-USDaf-13NOV2025- 0 transfers; low provenance (lifi)
1 0xb07bf05AF5a13D357AA1220c661BB0FB791beDcb  # SAFE_DROP eweETH-5 0 transfers; low provenance (lifi)
1 0xB07E357cc262E92eee03D8B81464D596B258eA7a  # REVIEW stataEthWBTC 0 transfers; curated by 1inch_1,lifi
1 0xB0e1fc65C1a741b4662B813eB787d369b8614Af1  # SAFE_DROP IF 0 transfers; low provenance (lifi)
1 0xB17640796e4c27a39AF51887aff3F8DC0daF9567  # SAFE_DROP sd3Crv 0 transfers; low provenance (lifi)
1 0xB1C7d752D0fB01CF7b0F5CbDCbDbfb8162634264  # SAFE_DROP YT-mFARM-11DEC2025 0 transfers; low provenance (lifi)
1 0xB1Db366890EeB8f28C2813C6a6084353e0b90713  # SAFE_DROP UCD 0 transfers; low provenance (lifi)
1 0xB2376cC88EA47C80fFC3De60dAe8F2F48BC872a3  # SAFE_DROP sdFRXUSDv1 0 transfers; low provenance (lifi)
1 0xB2429bA2cfa6387C9A336Da127d34480C069F851  # SAFE_DROP yzPP 0 transfers; low provenance (lifi)
1 0xB29130CBcC3F791f077eAdE0266168E808E5151e  # REVIEW a1INCH 0 transfers; curated by 1inch_1,lifi
1 0xb2Be0501E62555A82Ab6Ecd6F67D073B458c1133  # SAFE_DROP ebETH 0 transfers; low provenance (lifi)
1 0xB2ee0aDBe0EF1281025d0676511bB1df14600f4D  # SAFE_DROP FORE 0 transfers; low provenance (lifi)
1 0xb37094c1B5614Bd6EcE40AFb295C26F4377069d3  # SAFE_DROP yvCurve-FRAX-f 0 transfers; low provenance (lifi)
1 0xb399511642FE1666c6a07f83483e6E4feAed9A00  # SAFE_DROP EUROs 0 transfers; low provenance (lifi)
1 0xb3AB2B676a1eFDB16a227E151dC31f5BD3856744  # SAFE_DROP CTRO 0 transfers; low provenance (lifi)
1 0xb44cdBEF3145C1c1E772e8228E1154c80e70618e  # SAFE_DROP PT-iUSD-4DEC2025 0 transfers; low provenance (lifi)
1 0xb453f1f2EE776dAF2586501361c457dB70e1ca0F  # SAFE_DROP AGAr 0 transfers; low provenance (lifi)
1 0xb4615AAD766f6De3c55330099E907fF7F13f1582  # SAFE_DROP ONIGI 0 transfers; low provenance (lifi)
1 0xb487d0328b109e302b9d817b6f46Cbd738eA08C2  # SAFE_DROP TAT2 0 transfers; low provenance (lifi)
1 0xB490fF18e55b8881C9527FE7E358dd363780449F  # REVIEW stataEth1INCH 0 transfers; curated by 1inch_1,lifi
1 0xB4F74994FCBd60E1bC3603b9a33069eA1b32d4A4  # SAFE_DROP OGUC 0 transfers; low provenance (lifi)
1 0xB512D68A3194ba294A5b8146FA9beCd6a5Fea137  # SAFE_DROP yvCurve-sUSD-crvUSD- 0 transfers; low provenance (lifi)
1 0xB522Cc39C1C3A1ea75aC90b90C5C06329d336192  # SAFE_DROP PT-mMEV-30APR2026 0 transfers; low provenance (lifi)
1 0xb53b4B2590457bE63E1DCdAffa6a18ECd44D96D2  # SAFE_DROP ePT-USDe-25SEP2025-1 0 transfers; low provenance (lifi)
1 0xb58DFBB72e648a0b035B8C85B3628123CC9bb881  # SAFE_DROP MIS2 0 transfers; low provenance (lifi)
1 0xB5e09e6Bf6a5E96934B3fd99a40F7EDACa1173Ed  # REVIEW DIVINE 0 transfers; curated by sushi_ethereum
1 0xb5e4576C2FAA16b0cC59D1A2f3366164844Ef9E0  # SAFE_DROP tacCBBTC 0 transfers; low provenance (lifi)
1 0xb64cD4F56043F8d80691433e395d08B1bEBDADF0  # SAFE_DROP MORA 0 transfers; low provenance (lifi)
1 0xB6761Fb99062f6dBc09395f6F16dF239720017db  # SAFE_DROP efxUSD-2 0 transfers; low provenance (lifi)
1 0xb6919Ef2ee4aFC163BC954C5678e2BB570c2D103  # SAFE_DROP uAD 0 transfers; low provenance (lifi)
1 0xb6c0b59AfF5c128AB0631a7CE762a2Abcf926d84  # SAFE_DROP YT-DETH-23APR2026 0 transfers; low provenance (lifi)
1 0xb6da41D4BDb484BDaD0BfAa79bC8E182E5095F7e  # SAFE_DROP ysUSDC 0 transfers; low provenance (lifi)
1 0xb7522C867B8AFae5e89638b59fb38f31B0821795  # SAFE_DROP estcUSD-1 0 transfers; low provenance (lifi)
1 0xb76e9E04d4356756c9b8E002Cc4dabFA4e02BD93  # SAFE_DROP ePT-yUSD-7AUG2025-1 0 transfers; low provenance (lifi)
1 0xb78B3320493a4EFaa1028130C5Ba26f0B6085Ef8  # REVIEW DRC 0 transfers; curated by 1inch_1,lifi,sushi_ethereum
1 0xb791a875eA4836a9EC16CdCF4F747c0b9CA47C7d  # SAFE_DROP DV 0 transfers; low provenance (lifi)
1 0xb80B3215EA8183a064073f9892eb64236160a4dF  # REVIEW waEthUSDS 0 transfers; curated by 1inch_1
1 0xB85313155Cfaa1bf592bB157B46c3554A7652b1F  # SAFE_DROP eUSDC-78 0 transfers; low provenance (lifi)
1 0xB870679a7Fa65b924026F496De7f27c1DD0e5C5F  # SAFE_DROP PET 0 transfers; low provenance (lifi)
1 0xB8981aCbBF7DA95A8fF6Df79Aab935cE63434fC8  # SAFE_DROP CFO 0 transfers; low provenance (lifi)
1 0xb89903ddE3899f0280B99913168Ee833a7896B93  # SAFE_DROP AWS 0 transfers; low provenance (lifi)
1 0xB8D2d65d4d65124690f8eab76Bea5d27CAE5cc98  # SAFE_DROP SUC 0 transfers; low provenance (lifi)
1 0xB912AAb9fA7bcf2331b3d42fA1CA4c674350DBbc  # SAFE_DROP BIGX 0 transfers; low provenance (lifi)
1 0xB920ED46deC7455d0CAf52B357D9a9f55B4DaeCA  # SAFE_DROP metaUSD 0 transfers; low provenance (lifi)
1 0xb986F3a2d91d3704Dc974A24FB735dCc5E3C1E70  # SAFE_DROP EUX 0 transfers; low provenance (lifi)
1 0xB9C9158aB81f90996cAD891fFbAdfBaad733c8C6  # SAFE_DROP recbBTC 0 transfers; low provenance (lifi)
1 0xB9D7DdDca9a4AC480991865EfEf82E01273F79C3  # SAFE_DROP bLUSD 0 transfers; low provenance (lifi)
1 0xB9DC54c8261745CB97070CeFBE3D3d815aee8f20  # SAFE_DROP ctDeltaWeETH 0 transfers; low provenance (lifi)
1 0xBA1EDF4A4C7eB8Cb0DaE0594326179f9c7D909D2  # SAFE_DROP PT-xUSD-18DEC2025 0 transfers; low provenance (lifi)
1 0xbA7970f10D9f0531941DcEd1dda7ef3016B24e5b  # REVIEW BGLD 0 transfers; curated by sushi_ethereum
1 0xBB1Cc2ca1d89Fb593e2F79FC7474fdF40d78f6Be  # SAFE_DROP yvCurve-USD3-eUSD-f 0 transfers; low provenance (lifi)
1 0xBB22d59B73D7a6F3A8a83A214BECc67Eb3b511fE  # SAFE_DROP xrETH 0 transfers; low provenance (lifi)
1 0xbBa6C7c7d673c48d90069ad2e9d2fE587fcB6bc3  # SAFE_DROP LEPA 0 transfers; low provenance (lifi)
1 0xbBc4BC013F1C9Ed674098A6d156C02C0a21a285C  # SAFE_DROP exBTC-1 0 transfers; low provenance (lifi)
